full_date,date,weekday,time,mood,activities,scales,note_title,note
2024-08-08,August 8,Thursday,21:43,good,meeting | haircut | party | family | rain | friends | doctor | date-night | work | bike,Sleep quality: 1/5,,Feeling like nice evening cooking dinner. Overall a decent day.
2024-08-10,August 10,Saturday,21:35,good,sunny | shopping | coffee | dentist | cleaning | yoga | podcast | gaming | groceries | party,Sleep quality: 1/5,,Managed to get through good session at work. Could have been better honestly.
2024-08-11,August 11,Sunday,21:00,meh,cooking | language-practice | wine | gardening | sketching | walk | yoga | podcast | cleaning | nap | travel,Sleep quality: 4/5,,Managed to get through quiet day at home. Hoping next week is calmer.
2024-08-12,August 12,Monday,20:47,good,music | travel | volunteering | party | swim | language-practice | budgeting | laundry | commute | groceries,Sleep quality: 3/5,,
2024-08-13,August 13,Tuesday,22:04,good,laundry | commute | language-practice | museum,Sleep quality: 2/5,,
2024-08-14,August 14,Wednesday,20:17,rad,family | sketching | volunteering | reading | rain | doctor | nap,Sleep quality: 3/5,,
2024-08-15,August 15,Thursday,22:22,meh,friends | travel | cleaning | baking | sketching | podcast | museum | music | gaming,Sleep quality: 2/5,,A pretty tired but satisfied kind of day. Could have been better honestly. Spent most of the day bit of a struggle with motivation. Need more sleep tonight. Had a busy day running errands. Not much else to report.
2024-08-16,August 16,Friday,20:37,good,hike | sunny | baking | volunteering | call-family | gaming | meditation,Sleep quality: 5/5,,Spent most of the day stressful meeting that ran long. Need more sleep tonight. Spent most of the day fun night out that lifted my mood. Need more sleep tonight. Feeling like quiet day at home. Need more sleep tonight.
2024-08-18,August 18,Sunday,03:52,meh,party | swim | language-practice | date-night | wine | meeting | family,Sleep quality: 1/5,,Had a fun night out that lifted my mood. Not much else to report.
2024-08-19,August 19,Monday,01:01,good,sketching | call-family | party | tea | journaling | museum | meditation | commute,Sleep quality: 4/5,,
2024-08-20,August 20,Tuesday,22:22,meh,travel | call-family | baking | reading | language-practice | gym | groceries,Sleep quality: 3/5,,Ended up quiet day at home. Need more sleep tonight.
2024-08-21,August 21,Wednesday,21:40,good,sunny | shopping | volunteering | doctor | party | friends | cooking,Sleep quality: 4/5,,
2024-08-22,August 22,Thursday,23:08,good,nap | reading | hike | gardening | coffee | cooking | car-maintenance | baking | dentist,Sleep quality: 1/5,,Feeling like slow start but it picked up. Hoping next week is calmer. Started the morning with quiet day at home. Trying to keep a steady routine. Today was quiet day at home. Overall a decent day.
2024-08-24,August 24,Saturday,21:20,bad,run | friends | laundry | volunteering | rain,Sleep quality: 4/5,,Today was good session at work. Could have been better honestly. Ended up tired but satisfied kind of day. Trying to keep a steady routine. Managed to get through quiet day at home. Hoping next week is calmer.
2024-08-26,August 26,Monday,21:33,meh,nap | party | meditation | guitar | hike | yoga,Sleep quality: 1/5,,Spent most of the day slow start but it picked up. Overall a decent day. Ended up stressful meeting that ran long. Looking forward to tomorrow. Today was productive stretch of focused work. Could have been better honestly.
2024-08-27,August 27,Tuesday,20:53,bad,rain | dentist | groceries | cleaning | movie | budgeting | coffee | nap | friends | meeting,Sleep quality: 5/5,,Managed to get through long walk that helped clear my head. Hoping next week is calmer. Spent most of the day relaxing afternoon with a book. Not much else to report. Managed to get through stressful meeting that ran long. Grateful for the small things.
2024-08-28,August 28,Wednesday,22:26,meh,laundry | meditation | music | meeting | work | bike | run | cooking,Sleep quality: 5/5,,Today was relaxing afternoon with a book. Grateful for the small things. Spent most of the day fun night out that lifted my mood. Not much else to report. Had a slow start but it picked up. Need more sleep tonight.
2024-08-30,August 30,Friday,06:05,good,budgeting | friends | wine | meeting | car-maintenance | baking | yoga | meditation | sketching | music,Sleep quality: 4/5,,Feeling like quiet day at home. Grateful for the small things. Feeling like tired but satisfied kind of day. Need more sleep tonight. Started the morning with slow start but it picked up. Need more sleep tonight.
2024-08-31,August 31,Saturday,22:37,good,gaming | doctor | meditation | haircut | journaling | gardening | coffee | wine | shopping,Sleep quality: 3/5,,Ended up slow start but it picked up. Looking forward to tomorrow. Today was nice evening cooking dinner. Could have been better honestly. Ended up tired but satisfied kind of day. Overall a decent day.
2024-09-01,September 1,Sunday,21:14,good,run | journaling | tea | dentist | movie | guitar | language-practice | cooking,Sleep quality: 5/5,,Ended up quiet day at home. Overall a decent day. A pretty nice evening cooking dinner. Need more sleep tonight.
2024-09-02,September 2,Monday,21:32,good,gaming | tea | volunteering | swim | call-family | shopping | travel | work | music | doctor | guitar,Sleep quality: 3/5,,
2024-09-03,September 3,Tuesday,22:23,meh,guitar | car-maintenance | haircut | call-family | coffee,Sleep quality: 5/5,,
2024-09-04,September 4,Wednesday,19:19,rad,cooking | commute | laundry | hike | museum | meditation | music | volunteering,Sleep quality: 4/5,,Ended up fun night out that lifted my mood. Hoping next week is calmer.
2024-09-05,September 5,Thursday,23:13,good,swim | doctor | dentist | car-maintenance | rain | shopping | baking | work | gym | board-games | museum,Sleep quality: 5/5,,A pretty slow start but it picked up. Hoping next week is calmer. Ended up quiet day at home. Not much else to report. Managed to get through quiet day at home. Grateful for the small things.
2024-09-06,September 6,Friday,20:17,good,car-maintenance | language-practice | date-night | volunteering | doctor | sketching | cooking,Sleep quality: 1/5,,
2024-09-07,September 7,Saturday,03:56,good,rain | gym | call-family | haircut | car-maintenance | party | deep-work,Sleep quality: 4/5,,Today was slow start but it picked up. Trying to keep a steady routine.
2024-09-08,September 8,Sunday,22:37,good,journaling | date-night | movie | friends | commute | hike | music | rain | baking | cleaning | deep-work,Sleep quality: 1/5,,Spent most of the day productive stretch of focused work. Not much else to report. A pretty fun night out that lifted my mood. Could have been better honestly.
2024-09-09,September 9,Monday,22:10,good,haircut | walk | podcast | groceries | deep-work,Sleep quality: 2/5,,Started the morning with fun night out that lifted my mood. Hoping next week is calmer. Started the morning with catch-up with an old friend. Could have been better honestly.
2024-09-10,September 10,Tuesday,22:58,good,family | reading | commute | groceries | doctor | deep-work,Sleep quality: 4/5,,Had a stressful meeting that ran long. Looking forward to tomorrow. Managed to get through tired but satisfied kind of day. Need more sleep tonight. Ended up fun night out that lifted my mood. Overall a decent day.
2024-09-11,September 11,Wednesday,22:05,bad,friends | journaling | meeting | language-practice | reading | deep-work,Sleep quality: 2/5,,A pretty long walk that helped clear my head. Overall a decent day.
2024-09-12,September 12,Thursday,19:43,meh,sunny | bike | date-night | hike | meeting | deep-work,Sleep quality: 1/5,,A pretty stressful meeting that ran long. Hoping next week is calmer. Today was fun night out that lifted my mood. Grateful for the small things.
2024-09-13,September 13,Friday,19:19,good,sketching | dentist | doctor | journaling | cooking | gym | deep-work,Sleep quality: 5/5,,
2024-09-14,September 14,Saturday,23:39,good,gym | yoga | movie | car-maintenance | cooking | commute | date-night | meditation | party | travel | wine | deep-work,Sleep quality: 1/5,,Managed to get through busy day running errands. Need more sleep tonight. Today was tired but satisfied kind of day. Overall a decent day.
2024-09-15,September 15,Sunday,19:18,meh,cleaning | board-games | movie | journaling | bike | swim | rain | deep-work,Sleep quality: 2/5,,
2024-09-16,September 16,Monday,19:53,meh,reading | family | shopping | sketching | rain | sunny | date-night | deep-work,Sleep quality: 2/5,,Managed to get through good session at work. Need more sleep tonight. Ended up slow start but it picked up. Trying to keep a steady routine. Managed to get through slow start but it picked up. Trying to keep a steady routine.
2024-09-17,September 17,Tuesday,19:44,good,commute | travel | call-family | meeting | cleaning | meditation | bike | deep-work,Sleep quality: 5/5,,Ended up tired but satisfied kind of day. Grateful for the small things.
2024-09-18,September 18,Wednesday,20:54,bad,budgeting | wine | sketching | bike | reading | gym | commute | doctor | journaling | volunteering | gaming | deep-work,Sleep quality: 4/5,,A pretty long walk that helped clear my head. Looking forward to tomorrow. Managed to get through fun night out that lifted my mood. Looking forward to tomorrow. Ended up tired but satisfied kind of day. Overall a decent day.
2024-09-19,September 19,Thursday,21:04,meh,nap | shopping | dentist | baking | language-practice | deep-work,Sleep quality: 2/5,,Ended up bit of a struggle with motivation. Could have been better honestly. Ended up good session at work. Hoping next week is calmer.
2024-09-20,September 20,Friday,19:50,good,concert | podcast | hike | music | deep-work,Sleep quality: 4/5,,
2024-09-21,September 21,Saturday,21:11,good,car-maintenance | laundry | commute | reading | coffee | run | deep-work,Sleep quality: 5/5,,Feeling like catch-up with an old friend. Grateful for the small things.
2024-09-22,September 22,Sunday,21:30,good,shopping | call-family | budgeting | date-night | reading | bike | family | deep-work,Sleep quality: 3/5,,
2024-09-23,September 23,Monday,22:40,good,sunny | family | wine | budgeting | museum | podcast | shopping | deep-work,Sleep quality: 4/5,,Today was catch-up with an old friend. Need more sleep tonight. Had a quiet day at home. Looking forward to tomorrow. A pretty stressful meeting that ran long. Overall a decent day.
2024-09-24,September 24,Tuesday,21:03,good,travel | wine | reading | shopping | date-night | bike | deep-work,Sleep quality: 4/5,,
2024-09-25,September 25,Wednesday,20:09,meh,family | museum | car-maintenance | rain | deep-work,Sleep quality: 2/5,,
2024-09-26,September 26,Thursday,20:54,good,bike | coffee | nap | language-practice | deep-work,Sleep quality: 5/5,,Spent most of the day slow start but it picked up. Not much else to report. Ended up long walk that helped clear my head. Could have been better honestly.
2024-09-27,September 27,Friday,21:49,good,podcast | reading | gym | museum | deep-work,Sleep quality: 5/5,,Today was catch-up with an old friend. Looking forward to tomorrow. Ended up stressful meeting that ran long. Hoping next week is calmer.
2024-09-28,September 28,Saturday,01:58,good,car-maintenance | sunny | shopping | date-night | cleaning | deep-work,Sleep quality: 2/5,,Feeling like nice evening cooking dinner. Not much else to report.
2024-09-29,September 29,Sunday,22:55,good,concert | volunteering | call-family | gaming | sketching | gym | doctor | meeting | rain | baking | deep-work,Sleep quality: 2/5,,Started the morning with busy day running errands. Looking forward to tomorrow. Spent most of the day long walk that helped clear my head. Grateful for the small things.
2024-09-30,September 30,Monday,21:33,meh,wine | call-family | shopping | rain | concert | journaling | deep-work,Sleep quality: 1/5,,Ended up nice evening cooking dinner. Trying to keep a steady routine. Ended up catch-up with an old friend. Could have been better honestly.
2024-10-01,October 1,Tuesday,19:13,bad,cooking | bike | work | wine | party | haircut | cleaning | deep-work,Sleep quality: 5/5,,Spent most of the day busy day running errands. Looking forward to tomorrow. Today was productive stretch of focused work. Hoping next week is calmer. Today was slow start but it picked up. Grateful for the small things.
2024-10-02,October 2,Wednesday,19:32,good,sunny | gym | call-family | gardening | doctor | travel | yoga | deep-work,Sleep quality: 5/5,,Ended up catch-up with an old friend. Grateful for the small things.
2024-10-03,October 3,Thursday,22:48,good,doctor | reading | museum | cleaning | deep-work,Sleep quality: 5/5,,
2024-10-04,October 4,Friday,19:56,meh,baking | gardening | commute | music | walk | swim | groceries | guitar | journaling | work | deep-work,Sleep quality: 3/5,,Spent most of the day nice evening cooking dinner. Hoping next week is calmer. Managed to get through nice evening cooking dinner. Could have been better honestly.
2024-10-05,October 5,Saturday,20:37,good,bike | language-practice | dentist | gardening | sketching | laundry | reading | car-maintenance | movie | music | family | deep-work,Sleep quality: 5/5,,
2024-10-06,October 6,Sunday,22:39,good,call-family | hike | dentist | haircut | deep-work,Sleep quality: 1/5,,
2024-10-07,October 7,Monday,23:08,meh,walk | sketching | museum | friends | board-games | party | music | meditation | deep-work,Sleep quality: 3/5,,
2024-10-08,October 8,Tuesday,22:57,meh,work | journaling | date-night | volunteering | groceries | gym | sunny | rain | board-games | swim | deep-work,Sleep quality: 5/5,,Had a nice evening cooking dinner. Could have been better honestly. Spent most of the day productive stretch of focused work. Grateful for the small things. Ended up stressful meeting that ran long. Not much else to report.
2024-10-09,October 9,Wednesday,23:51,good,journaling | language-practice | concert | laundry | budgeting | deep-work,Sleep quality: 4/5,,
2024-10-10,October 10,Thursday,19:26,good,dentist | call-family | guitar | board-games | work | concert | gardening | deep-work,Sleep quality: 4/5,,Managed to get through fun night out that lifted my mood. Looking forward to tomorrow. Ended up tired but satisfied kind of day. Trying to keep a steady routine.
2024-10-11,October 11,Friday,23:27,meh,guitar | run | gardening | museum | deep-work,Sleep quality: 1/5,,Spent most of the day quiet day at home. Grateful for the small things. Spent most of the day nice evening cooking dinner. Grateful for the small things. Feeling like tired but satisfied kind of day. Not much else to report.
2024-10-12,October 12,Saturday,23:32,bad,doctor | laundry | run | nap | language-practice | movie | walk | car-maintenance | meditation | sunny | deep-work,Sleep quality: 1/5,,
2024-10-13,October 13,Sunday,19:44,good,yoga | family | sunny | wine | hike | laundry | movie | travel | meditation | deep-work,Sleep quality: 5/5,,Managed to get through bit of a struggle with motivation. Hoping next week is calmer. Spent most of the day good session at work. Looking forward to tomorrow. Had a tired but satisfied kind of day. Not much else to report.
2024-10-14,October 14,Monday,21:08,good,dentist | haircut | laundry | commute | nap | rain | deep-work,Sleep quality: 3/5,,Today was long walk that helped clear my head. Hoping next week is calmer.
2024-10-15,October 15,Tuesday,19:33,good,meditation | date-night | guitar | rain | run | deep-work,Sleep quality: 3/5,,Feeling like busy day running errands. Trying to keep a steady routine.
2024-10-16,October 16,Wednesday,21:42,meh,board-games | meeting | language-practice | cooking | travel | gym | sunny | party | bike | movie | deep-work,Sleep quality: 1/5,,Ended up catch-up with an old friend. Overall a decent day.
2024-10-17,October 17,Thursday,19:45,meh,laundry | baking | cleaning | party | guitar | gardening | swim | budgeting | sunny | dentist | family | deep-work,Sleep quality: 4/5,,Ended up stressful meeting that ran long. Grateful for the small things.
2024-10-18,October 18,Friday,23:14,meh,reading | sketching | yoga | gardening | bike | deep-work,Sleep quality: 3/5,,
2024-10-19,October 19,Saturday,03:45,good,laundry | language-practice | date-night | rain | deep-work,Sleep quality: 3/5,,Today was catch-up with an old friend. Grateful for the small things. Managed to get through relaxing afternoon with a book. Grateful for the small things. Started the morning with busy day running errands. Not much else to report.
2024-10-20,October 20,Sunday,19:06,meh,call-family | shopping | nap | swim | hike | friends | volunteering | work | deep-work,Sleep quality: 4/5,,
2024-10-21,October 21,Monday,22:27,meh,party | coffee | sunny | haircut | walk | language-practice | run | nap | shopping | deep-work,Sleep quality: 4/5,,Had a tired but satisfied kind of day. Hoping next week is calmer.
2024-10-22,October 22,Tuesday,19:13,good,run | journaling | reading | board-games | cooking | walk | coffee | baking | party | gym | movie | deep-work,Sleep quality: 5/5,,Spent most of the day busy day running errands. Overall a decent day. Today was nice evening cooking dinner. Looking forward to tomorrow.
2024-10-23,October 23,Wednesday,21:04,meh,guitar | baking | sunny | swim | call-family | museum | deep-work,Sleep quality: 3/5,,Feeling like tired but satisfied kind of day. Looking forward to tomorrow.
2024-10-24,October 24,Thursday,23:27,rad,swim | hike | sunny | gaming | guitar | reading | nap | family | museum | meditation | deep-work,Sleep quality: 4/5,,Spent most of the day long walk that helped clear my head. Grateful for the small things. Feeling like fun night out that lifted my mood. Grateful for the small things.
2024-10-25,October 25,Friday,22:31,good,party | volunteering | groceries | haircut | movie | cleaning | cooking | deep-work,Sleep quality: 4/5,,Spent most of the day slow start but it picked up. Could have been better honestly. Feeling like good session at work. Looking forward to tomorrow.
2024-10-26,October 26,Saturday,06:15,good,friends | call-family | gym | cooking | groceries | gaming | journaling | deep-work,Sleep quality: 3/5,,
2024-10-27,October 27,Sunday,21:39,good,gaming | bike | baking | journaling | gym | nap | meditation | rain | run | deep-work,Sleep quality: 1/5,,Today was catch-up with an old friend. Grateful for the small things. Today was long walk that helped clear my head. Grateful for the small things. Ended up catch-up with an old friend. Hoping next week is calmer.
2024-10-28,October 28,Monday,22:55,meh,friends | budgeting | coffee | gardening | movie | cleaning | museum | wine | baking | tea | deep-work,Sleep quality: 3/5,,
2024-10-29,October 29,Tuesday,19:23,good,sunny | swim | doctor | commute | gardening | museum | hike | deep-work,Sleep quality: 2/5,,
2024-10-30,October 30,Wednesday,22:08,good,cleaning | tea | journaling | reading | coffee | board-games | museum | meeting | deep-work,Sleep quality: 5/5,,Today was busy day running errands. Not much else to report. A pretty catch-up with an old friend. Need more sleep tonight. Ended up long walk that helped clear my head. Overall a decent day.
2024-10-31,October 31,Thursday,23:30,bad,guitar | language-practice | yoga | run | nap | cleaning | hike | cooking | deep-work,Sleep quality: 1/5,,
2024-11-01,November 1,Friday,20:00,bad,rain | dentist | run | coffee | wine | volunteering | gym | walk | deep-work,Sleep quality: 4/5,,Feeling like productive stretch of focused work. Trying to keep a steady routine. A pretty slow start but it picked up. Hoping next week is calmer. Started the morning with tired but satisfied kind of day. Looking forward to tomorrow.
2024-11-02,November 2,Saturday,22:29,bad,shopping | hike | wine | gardening | movie | yoga | call-family | car-maintenance | cleaning | deep-work,Sleep quality: 5/5,,Managed to get through slow start but it picked up. Not much else to report. Ended up good session at work. Looking forward to tomorrow.
2024-11-03,November 3,Sunday,19:19,meh,rain | work | groceries | nap | meeting | swim | hike | movie | deep-work,Sleep quality: 3/5,,Spent most of the day relaxing afternoon with a book. Overall a decent day. Spent most of the day fun night out that lifted my mood. Hoping next week is calmer.
2024-11-04,November 4,Monday,19:50,good,work | haircut | volunteering | museum | cleaning | friends | deep-work,Sleep quality: 3/5,,Ended up catch-up with an old friend. Need more sleep tonight. Spent most of the day slow start but it picked up. Hoping next week is calmer.
2024-11-05,November 5,Tuesday,20:15,meh,commute | cleaning | bike | baking | car-maintenance | haircut | shopping | swim | date-night | run | budgeting | deep-work,Sleep quality: 4/5,,A pretty productive stretch of focused work. Could have been better honestly.
2024-11-06,November 6,Wednesday,20:37,good,sunny | bike | board-games | budgeting | family | commute | date-night | party | museum | doctor | deep-work,Sleep quality: 5/5,,
2024-11-07,November 7,Thursday,19:44,meh,tea | run | museum | meeting | friends | deep-work,Sleep quality: 3/5,,
2024-11-08,November 8,Friday,21:25,good,sunny | date-night | podcast | rain | run | commute | baking | deep-work,Sleep quality: 4/5,,A pretty good session at work. Need more sleep tonight.
2024-11-09,November 9,Saturday,21:44,good,meditation | dentist | volunteering | meeting | deep-work,Sleep quality: 2/5,,A pretty slow start but it picked up. Hoping next week is calmer. Feeling like fun night out that lifted my mood. Trying to keep a steady routine. Managed to get through quiet day at home. Looking forward to tomorrow.
2024-11-10,November 10,Sunday,23:58,meh,groceries | music | nap | yoga | laundry | cooking | reading | hike | museum | movie | coffee | deep-work,Sleep quality: 1/5,,Had a catch-up with an old friend. Not much else to report. A pretty nice evening cooking dinner. Trying to keep a steady routine.
2024-11-11,November 11,Monday,06:05,good,walk | meeting | gaming | sunny | yoga | deep-work,Sleep quality: 2/5,,A pretty relaxing afternoon with a book. Trying to keep a steady routine. Feeling like stressful meeting that ran long. Not much else to report.
2024-11-12,November 12,Tuesday,23:25,good,travel | dentist | museum | hike | deep-work,Sleep quality: 4/5,,Today was productive stretch of focused work. Hoping next week is calmer. Ended up long walk that helped clear my head. Grateful for the small things.
2024-11-13,November 13,Wednesday,20:12,good,gardening | run | gaming | car-maintenance | deep-work,Sleep quality: 4/5,,Feeling like nice evening cooking dinner. Grateful for the small things.
2024-11-14,November 14,Thursday,21:11,meh,groceries | travel | cooking | swim | board-games | coffee | tea | hike | party | laundry | journaling | deep-work,Sleep quality: 4/5,,Managed to get through long walk that helped clear my head. Looking forward to tomorrow.
2024-11-15,November 15,Friday,21:45,good,groceries | car-maintenance | laundry | movie | date-night | dentist | shopping | deep-work,Sleep quality: 1/5,,Started the morning with good session at work. Need more sleep tonight. Had a slow start but it picked up. Looking forward to tomorrow. Ended up busy day running errands. Not much else to report.
2024-11-16,November 16,Saturday,20:06,meh,gym | rain | hike | work | movie | music | family | gaming | dentist | meditation | shopping | deep-work,Sleep quality: 5/5,,A pretty stressful meeting that ran long. Need more sleep tonight. Managed to get through good session at work. Looking forward to tomorrow. Started the morning with productive stretch of focused work. Looking forward to tomorrow.
2024-11-17,November 17,Sunday,22:38,good,swim | baking | laundry | yoga | journaling | concert | gym | shopping | deep-work,Sleep quality: 3/5,,Spent most of the day quiet day at home. Looking forward to tomorrow. Started the morning with quiet day at home. Overall a decent day. Had a quiet day at home. Trying to keep a steady routine.
2024-11-18,November 18,Monday,19:07,good,coffee | dentist | cooking | music | movie | swim | family | deep-work,Sleep quality: 1/5,,
2024-11-19,November 19,Tuesday,23:48,good,doctor | hike | board-games | dentist | podcast | bike | wine | sunny | deep-work,Sleep quality: 4/5,,
2024-11-20,November 20,Wednesday,22:18,good,sketching | baking | wine | nap | shopping | gardening | board-games | volunteering | swim | doctor | deep-work,Sleep quality: 1/5,,Started the morning with stressful meeting that ran long. Need more sleep tonight.
2024-11-21,November 21,Thursday,20:56,bad,run | dentist | gaming | travel | gardening | rain | friends | sketching | wine | coffee | deep-work,Sleep quality: 5/5,,
2024-11-22,November 22,Friday,23:10,good,gym | gardening | podcast | coffee | date-night | journaling | yoga | movie | deep-work,Sleep quality: 5/5,,
2024-11-23,November 23,Saturday,21:10,good,walk | car-maintenance | volunteering | gym | date-night | dentist | rain | hike | nap | tea | friends | deep-work,Sleep quality: 2/5,,Started the morning with bit of a struggle with motivation. Trying to keep a steady routine. Spent most of the day fun night out that lifted my mood. Grateful for the small things. Had a quiet day at home. Need more sleep tonight.
2024-11-24,November 24,Sunday,22:55,meh,run | date-night | party | volunteering | journaling | guitar | cooking | podcast | deep-work,Sleep quality: 2/5,,
2024-11-25,November 25,Monday,21:20,bad,meditation | commute | cleaning | guitar | wine | journaling | volunteering | dentist | gaming | movie | tea | deep-work,Sleep quality: 2/5,,
2024-11-26,November 26,Tuesday,22:58,meh,car-maintenance | budgeting | nap | swim | coffee | museum | meeting | work | board-games | dentist | gym | deep-work,Sleep quality: 5/5,,
2024-11-27,November 27,Wednesday,06:34,meh,music | doctor | dentist | rain | guitar | yoga | commute | journaling | run | deep-work,Sleep quality: 2/5,,Ended up long walk that helped clear my head. Grateful for the small things. Feeling like catch-up with an old friend. Need more sleep tonight.
2024-11-28,November 28,Thursday,19:53,good,museum | gym | music | sunny | run | gardening | haircut | work | hike | guitar | deep-work,Sleep quality: 2/5,,
2024-11-29,November 29,Friday,19:04,good,concert | reading | date-night | shopping | coffee | friends | travel | hike | deep-work,Sleep quality: 2/5,,
2024-11-30,November 30,Saturday,21:31,meh,yoga | travel | meditation | gardening | date-night | deep-work,Sleep quality: 1/5,,A pretty catch-up with an old friend. Hoping next week is calmer.
2024-12-01,December 1,Sunday,19:14,good,movie | car-maintenance | bike | cooking | date-night | call-family | deep-work,Sleep quality: 2/5,,Spent most of the day good session at work. Trying to keep a steady routine.
2024-12-02,December 2,Monday,19:04,awful,cleaning | dentist | cooking | commute | board-games | laundry | budgeting | language-practice | deep-work,Sleep quality: 3/5,,A pretty productive stretch of focused work. Hoping next week is calmer. Had a productive stretch of focused work. Grateful for the small things.
2024-12-03,December 3,Tuesday,21:00,good,sketching | family | nap | swim | date-night | language-practice | friends | walk | deep-work,Sleep quality: 5/5,,
2024-12-04,December 4,Wednesday,23:50,rad,tea | car-maintenance | wine | board-games | family | haircut | deep-work,Sleep quality: 4/5,,Spent most of the day catch-up with an old friend. Hoping next week is calmer. Ended up relaxing afternoon with a book. Not much else to report. Ended up bit of a struggle with motivation. Trying to keep a steady routine.
2024-12-05,December 5,Thursday,23:49,bad,bike | shopping | family | travel | deep-work,Sleep quality: 2/5,,Managed to get through busy day running errands. Looking forward to tomorrow. Today was long walk that helped clear my head. Could have been better honestly.
2024-12-06,December 6,Friday,21:34,good,coffee | work | gym | reading,Sleep quality: 1/5,,
2024-12-07,December 7,Saturday,05:59,good,concert | work | dentist | walk | nap | meeting | deep-work,Sleep quality: 2/5,,A pretty long walk that helped clear my head. Could have been better honestly. Feeling like bit of a struggle with motivation. Need more sleep tonight. Had a slow start but it picked up. Grateful for the small things.
2024-12-08,December 8,Sunday,21:03,bad,reading | music | doctor | rain | deep-work,Sleep quality: 1/5,,Started the morning with productive stretch of focused work. Trying to keep a steady routine.
2024-12-09,December 9,Monday,23:16,meh,gym | guitar | wine | cleaning | gaming | party | laundry | friends | meeting | rain | coffee | deep-work,Sleep quality: 4/5,,
2024-12-10,December 10,Tuesday,19:17,good,walk | movie | doctor | haircut | museum | deep-work,Sleep quality: 2/5,,
2024-12-11,December 11,Wednesday,02:06,meh,hike | baking | sunny | gaming | meeting | gardening | board-games | deep-work,Sleep quality: 3/5,,
2024-12-12,December 12,Thursday,19:58,meh,cleaning | shopping | baking | run | coffee | sketching | nap | yoga | party | work | deep-work,Sleep quality: 5/5,,Today was good session at work. Hoping next week is calmer.
2024-12-13,December 13,Friday,19:05,meh,cleaning | tea | volunteering | travel | hike | movie | swim | wine | gym | car-maintenance | meeting | deep-work,Sleep quality: 1/5,,Spent most of the day catch-up with an old friend. Not much else to report. Ended up tired but satisfied kind of day. Hoping next week is calmer.
2024-12-14,December 14,Saturday,22:51,good,commute | sketching | hike | reading | meeting | guitar | travel | movie | shopping | deep-work,Sleep quality: 1/5,,Spent most of the day quiet day at home. Trying to keep a steady routine.
2024-12-15,December 15,Sunday,22:31,meh,doctor | swim | cleaning | date-night | gaming | dentist | shopping | cooking | journaling | deep-work,Sleep quality: 1/5,,Had a fun night out that lifted my mood. Hoping next week is calmer. Ended up catch-up with an old friend. Not much else to report. Spent most of the day long walk that helped clear my head. Trying to keep a steady routine.
2024-12-16,December 16,Monday,20:50,meh,concert | family | travel | date-night | deep-work,Sleep quality: 1/5,,Feeling like busy day running errands. Not much else to report.
2024-12-17,December 17,Tuesday,19:47,awful,laundry | swim | run | dentist | language-practice | deep-work,Sleep quality: 2/5,,Spent most of the day good session at work. Looking forward to tomorrow. Spent most of the day long walk that helped clear my head. Trying to keep a steady routine.
2024-12-18,December 18,Wednesday,19:29,good,family | party | commute | shopping | concert | sketching | laundry | language-practice | travel | guitar | deep-work,Sleep quality: 2/5,,
2024-12-19,December 19,Thursday,22:16,good,dentist | commute | wine | date-night | deep-work,Sleep quality: 3/5,,
2024-12-20,December 20,Friday,20:33,good,hike | nap | date-night | concert | podcast | sketching | deep-work,Sleep quality: 3/5,,
2024-12-21,December 21,Saturday,22:06,good,commute | budgeting | yoga | haircut | language-practice | deep-work,Sleep quality: 3/5,,
2024-12-22,December 22,Sunday,23:28,bad,swim | meditation | gaming | groceries | concert | deep-work,Sleep quality: 4/5,,Feeling like long walk that helped clear my head. Grateful for the small things.
2024-12-23,December 23,Monday,20:05,good,shopping | nap | date-night | sunny | deep-work,Sleep quality: 3/5,,Today was nice evening cooking dinner. Hoping next week is calmer. Managed to get through relaxing afternoon with a book. Trying to keep a steady routine. Had a quiet day at home. Looking forward to tomorrow.
2024-12-24,December 24,Tuesday,21:00,bad,party | commute | board-games | coffee | cleaning | gym | deep-work,Sleep quality: 1/5,,Today was good session at work. Looking forward to tomorrow.
2024-12-25,December 25,Wednesday,21:52,good,reading | meditation | tea | board-games | podcast | budgeting | cooking | swim | deep-work,Sleep quality: 3/5,,
2024-12-26,December 26,Thursday,03:57,good,wine | work | coffee | haircut | baking | budgeting | deep-work,Sleep quality: 5/5,,
2024-12-27,December 27,Friday,21:02,good,haircut | yoga | language-practice | gym | podcast | concert | party | car-maintenance | gaming | laundry | baking | deep-work,Sleep quality: 2/5,,
2024-12-29,December 29,Sunday,22:08,meh,gaming | commute | music | hike | yoga | meeting | shopping | museum | family | deep-work,Sleep quality: 3/5,,Spent most of the day good session at work. Not much else to report.
2024-12-30,December 30,Monday,21:31,good,gardening | hike | language-practice | work | shopping | bike | party | commute | call-family | deep-work,Sleep quality: 4/5,,Feeling like busy day running errands. Looking forward to tomorrow. Today was bit of a struggle with motivation. Hoping next week is calmer. Feeling like long walk that helped clear my head. Grateful for the small things.
2024-12-31,December 31,Tuesday,20:18,good,gardening | call-family | concert | bike | budgeting | shopping | sketching | friends | deep-work,Sleep quality: 1/5,,
2025-01-01,January 1,Wednesday,21:33,meh,cooking | laundry | dentist | friends | bike | deep-work,Sleep quality: 3/5,,Spent most of the day catch-up with an old friend. Grateful for the small things.
